strateji,tohum,gun,masa,asci,salon,plan,servis,kizgin,kisi,ciro,memnuniyet,itibar,kasa
pasif,20308424,18,4,1,0,9,7,2,13,84950,6527,4966,1184857
pasif,20308424,19,4,1,0,8,6,2,12,74600,6451,4698,1235551
pasif,20308424,20,4,1,0,11,11,0,19,97560,6501,4592,1301782
pasif,20308424,21,4,1,0,10,9,1,16,98800,3901,3984,1071246
pasif,20308424,22,4,1,0,9,8,1,13,71050,7104,4067,1118899
pasif,20308424,23,4,1,0,9,8,1,14,77380,5330,3834,1171545
pasif,20308424,24,4,1,0,9,9,0,14,83350,6825,4036,1227630
pasif,20308424,25,4,1,0,8,8,0,14,81350,5910,3994,1282425
pasif,20308424,26,4,1,0,6,5,1,13,65950,6397,4000,1327009
pasif,20308424,27,4,1,0,8,6,2,15,97830,5640,3886,1394039
pasif,20308424,28,4,1,0,12,10,2,15,81600,6192,3779,1149699
pasif,20308424,29,4,1,0,4,3,1,13,62900,9909,4282,1192086
pasif,20308424,30,4,1,0,8,6,2,13,94750,5473,3941,1256571
pasif,20308424,31,4,1,0,5,5,0,14,70750,7618,4142,1304475
pasif,20308424,32,4,1,0,6,6,0,15,83950,8699,4437,1361138
pasif,20308424,33,4,1,0,7,7,0,15,87400,5177,4350,1420232
pasif,20308424,34,4,1,0,9,6,3,14,90250,6734,3895,1481435
pasif,20308424,35,4,1,0,7,7,0,18,123760,7585,4043,1263487
pasif,20308424,36,4,1,0,5,3,2,11,61800,9898,4399,1305487
pasif,20308424,37,4,1,0,9,8,1,14,96360,8123,4556,1371630
pasif,20308424,38,4,1,0,4,4,0,15,74550,7325,4772,1422196
pasif,20308424,39,4,1,0,7,6,1,15,101465,7384,4868,1492742
pasif,20308424,40,4,1,0,6,6,0,16,89700,7331,5206,1553163
pasif,20308424,41,4,1,0,14,12,2,17,106330,7045,5076,1625859
pasif,20308424,42,4,1,0,9,7,2,16,89950,5159,4618,1382209
pasif,20308424,43,4,1,0,9,8,1,14,68950,6762,4579,1428698
pasif,20308424,44,4,1,0,6,5,1,14,75000,6901,4634,1480371
pasif,20308424,45,4,1,0,10,8,2,11,59700,7533,4570,1520739
pasif,20308424,46,4,1,0,7,6,1,13,74650,7498,4664,1571214
pasif,20308424,47,4,1,0,10,10,0,15,98190,8855,4896,1638781
pasif,20308424,48,4,1,0,10,8,2,18,120660,5703,4702,1720886
pasif,20308424,49,4,1,0,8,6,2,15,81000,1627,3663,1469412
pasif,20308424,50,4,1,0,4,2,2,7,71300,9420,3359,1518396
pasif,20308424,51,4,1,0,6,6,0,13,74450,5270,3263,1569374
pasif,20308424,52,4,1,0,9,8,1,12,69000,9680,3718,1616228
pasif,20308424,53,4,1,0,5,3,2,9,52680,5994,3322,1652579
pasif,20308424,54,4,1,0,9,9,0,13,70770,6718,3433,1701323
pasif,20308424,55,4,1,0,6,5,1,16,80750,7415,3606,1756130
pasif,20308424,56,4,1,0,7,7,0,17,90450,4563,3425,1508101
pasif,20308424,57,4,1,0,4,4,0,13,62050,4702,3176,1550060
pasif,20308424,58,4,1,0,6,6,0,13,72350,7860,3398,1598895
pasif,20308424,59,4,1,0,4,4,0,13,77050,7274,3665,1651126
pasif,20308424,60,4,1,0,8,5,3,7,47200,5566,3014,1683161
pasif,20316343,1,4,1,0,8,6,2,10,43850,8371,3089,829703
pasif,20316343,2,4,1,0,7,5,2,11,59400,9632,3349,869974
pasif,20316343,3,4,1,0,6,4,2,9,40495,9844,3353,897579
pasif,20316343,4,4,1,0,6,6,0,13,74320,8024,3587,948025
pasif,20316343,5,4,1,0,8,8,0,14,67500,8441,3775,994028
pasif,20316343,6,4,1,0,9,7,2,14,73675,6303,3564,1044416
pasif,20316343,7,4,1,0,7,7,0,17,86905,9298,4119,810540
pasif,20316343,8,4,1,0,8,6,2,12,65050,7996,4145,854670
pasif,20316343,9,4,1,0,8,8,0,15,66750,7829,4293,899719
pasif,20316343,10,4,1,0,5,4,1,14,65310,9413,4742,944986
pasif,20316343,11,4,1,0,8,8,0,16,92460,7814,4918,1008015
pasif,20316343,12,4,1,0,11,9,2,13,60050,8925,5158,1048664
pasif,20316343,13,4,1,0,12,10,2,16,82160,6578,4894,1104616
pasif,20316343,14,4,1,0,13,9,4,15,80800,7855,4869,864340
pasif,20316343,15,4,1,0,9,9,0,16,89590,8062,5057,926259
pasif,20316343,16,4,1,0,7,5,2,13,62200,8347,5169,968125
pasif,20316343,17,4,1,0,10,9,1,15,113200,6460,5184,1044573
pasif,20316343,18,4,1,0,10,7,3,11,89430,4826,4726,1105825
pasif,20316343,19,4,1,0,7,4,3,10,79050,8511,4608,1159445
pasif,20316343,20,4,1,0,9,8,1,18,101550,8200,4818,1228286
pasif,20316343,21,4,1,0,7,7,0,20,108455,8922,5185,1004153
pasif,20316343,22,4,1,0,12,10,2,14,72600,8221,5252,1052879
pasif,20316343,23,4,1,0,7,5,2,14,82295,6957,5284,1109483
pasif,20316343,24,4,1,0,7,7,0,16,78100,7907,5450,1162282
pasif,20316343,25,4,1,0,8,8,0,17,113500,7720,5725,1238696
pasif,20316343,26,4,1,0,10,9,1,15,67295,6863,5763,1284250
pasif,20316343,27,4,1,0,12,9,3,17,128830,6088,5528,1372713
pasif,20316343,28,4,1,0,10,7,3,16,123750,5996,4896,1157380
pasif,20316343,29,4,1,0,8,8,0,16,80000,6449,4980,1211134
pasif,20316343,30,4,1,0,9,6,3,10,71750,9140,4967,1259660
pasif,20316343,31,4,1,0,8,8,0,16,73660,6685,4998,1309489
pasif,20316343,32,4,1,0,9,8,1,14,65465,7008,5055,1354150
pasif,20316343,33,4,1,0,10,9,1,15,98150,7698,5301,1421068
pasif,20316343,34,4,1,0,11,8,3,16,116870,8308,5485,1502991
pasif,20316343,35,4,1,0,10,7,3,15,100600,7921,5501,1269603
pasif,20316343,36,4,1,0,9,8,1,15,86500,5042,5237,1328405
pasif,20316343,37,4,1,0,7,7,0,16,82950,8473,5499,1384704
pasif,20316343,38,4,1,0,9,6,3,13,68550,7895,5571,1430871
pasif,20316343,39,4,1,0,8,7,1,15,84550,7650,5302,1488051
pasif,20316343,40,4,1,0,7,5,2,13,89700,9838,5523,1548916
pasif,20316343,41,4,1,0,12,9,3,14,72125,8002,5047,1598064
pasif,20316343,42,4,1,0,12,10,2,18,102810,5384,4766,1364012
pasif,20316343,43,4,1,0,8,8,0,16,86420,8311,4982,1422585
pasif,20316343,44,4,1,0,7,6,1,15,68480,8375,5223,1469482
pasif,20316343,45,4,1,0,9,8,1,15,96700,8337,5352,1535318
pasif,20316343,46,4,1,0,9,7,2,14,97650,6400,5239,1601215
pasif,20316343,47,4,1,0,8,8,0,16,102660,7276,5334,1672166
pasif,20316343,48,4,1,0,10,6,4,15,104050,7099,5201,1742717
pasif,20316343,49,4,1,0,8,5,3,16,93100,7668,5312,1499000
pasif,20316343,50,4,1,0,9,6,3,12,68250,6812,5132,1545478
pasif,20316343,51,4,1,0,6,6,0,16,82785,8533,5356,1602043
pasif,20316343,52,4,1,0,8,6,2,14,64050,8390,5446,1645276
pasif,20316343,53,4,1,0,7,6,1,15,105840,6990,5513,1717343
pasif,20316343,54,4,1,0,8,6,2,15,83950,3963,5021,1774601
pasif,20316343,55,4,1,0,10,8,2,16,103765,6553,4880,1845542
pasif,20316343,56,4,1,0,11,11,0,20,143225,7985,5215,1633745
pasif,20316343,57,4,1,0,10,7,3,11,63475,7061,4932,1677222
pasif,20316343,58,4,1,0,10,8,2,14,90350,5836,4826,1738556
pasif,20316343,59,4,1,0,5,5,0,16,95950,5343,4567,1803668
pasif,20316343,60,4,1,0,8,8,0,15,101530,4791,4499,1873355
pasif,20324262,1,4,1,0,7,7,0,13,59400,8147,3130,840260
pasif,20324262,2,4,1,0,7,6,1,12,57150,8238,3419,878823
pasif,20324262,3,4,1,0,7,6,1,12,52150,6575,2594,913937
pasif,20324262,4,4,1,0,4,4,0,12,75350,9505,3001,964905
pasif,20324262,5,4,1,0,5,5,0,13,60945,9201,3389,1006922
pasif,20324262,6,4,1,0,9,7,2,14,67850,7387,3491,1052641
pasif,20324262,7,4,1,0,5,5,0,17,73050,7338,3885,809060
pasif,20324262,8,4,1,0,8,6,2,11,46395,6501,3767,840859
pasif,20324262,9,4,1,0,8,8,0,14,65320,5991,3693,885409
pasif,20324262,10,4,1,0,6,6,0,14,65400,8941,4026,929705
pasif,20324262,11,4,1,0,8,8,0,14,62430,8591,4224,972832
pasif,20324262,12,4,1,0,8,7,1,13,53050,6926,4297,1008670
pasif,20324262,13,4,1,0,9,9,0,19,85035,7853,4538,1066153
pasif,20324262,14,4,1,0,8,6,2,14,68050,4735,3806,816893
pasif,20324262,15,4,1,0,4,4,0,14,100500,8454,4144,885167
pasif,20324262,16,4,1,0,10,10,0,15,71645,8201,4351,934163
pasif,20324262,17,4,1,0,8,8,0,15,74750,5777,4242,984605
pasif,20324262,18,4,1,0,9,7,2,12,85255,6929,4144,1043071
pasif,20324262,19,4,1,0,6,5,1,13,75705,9139,4418,1094852
pasif,20324262,20,4,1,0,7,5,2,16,97400,4733,3685,1160880
pasif,20324262,21,4,1,0,11,9,2,15,85775,6945,3719,922386
pasif,20324262,22,4,1,0,8,8,0,14,83000,7188,3774,978609
pasif,20324262,23,4,1,0,9,8,1,12,66840,6649,3745,1023858
pasif,20324262,24,4,1,0,7,6,1,12,74950,9176,3793,1075000
pasif,20324262,25,4,1,0,5,4,1,13,71680,6396,3820,1123717
pasif,20324262,26,4,1,0,8,8,0,14,62800,5589,3756,1166176
pasif,20324262,27,4,1,0,9,8,1,16,81900,7660,3817,1221505
pasif,20324262,28,4,1,0,9,8,1,16,109625,9161,4040,997621
pasif,20324262,29,4,1,0,10,10,0,14,66650,8323,4224,1042659
pasif,20324262,30,4,1,0,7,6,1,13,76450,8784,4422,1094306
pasif,20324262,31,4,1,0,6,5,1,14,66400,6769,4423,1138938
pasif,20324262,32,4,1,0,7,5,2,9,65815,6116,3886,1183871
pasif,20324262,33,4,1,0,8,8,0,14,101450,7238,4014,1252824
pasif,20324262,34,4,1,0,7,4,3,9,57950,5502,3183,1292007
pasif,20324262,35,4,1,0,11,10,1,15,99450,7765,3317,1057476
pasif,20324262,36,4,1,0,6,5,1,11,52340,8608,3634,1092915
pasif,20324262,37,4,1,0,9,6,3,11,58200,6099,3351,1132161
pasif,20324262,38,4,1,0,7,6,1,12,73950,9428,3620,1182180
pasif,20324262,39,4,1,0,8,8,0,14,72920,7895,3767,1231835
pasif,20324262,40,4,1,0,6,6,0,14,87940,9681,4319,1292367
pasif,20324262,41,4,1,0,10,7,3,16,93110,7231,4339,1356122
pasif,20324262,42,4,1,0,6,5,1,18,98930,6078,4280,1119188
pasif,20324262,43,4,1,0,9,8,1,12,89050,7002,3795,1179847
pasif,20324262,44,4,1,0,6,5,1,13,94000,6385,3748,1243696
pasif,20324262,45,4,1,0,6,6,0,14,93500,6979,3880,1307357
pasif,20324262,46,4,1,0,8,8,0,14,67070,8452,4144,1352703
pasif,20324262,47,4,1,0,9,8,1,13,77810,9269,4330,1405357
pasif,20324262,48,4,1,0,9,7,2,16,87515,9441,4643,1465072
pasif,20324262,49,4,1,0,13,12,1,18,87630,8136,4874,1217795
pasif,20324262,50,4,1,0,7,6,1,13,92020,7466,4881,1280987
pasif,20324262,51,4,1,0,8,6,2,11,58250,7921,4732,1320539
pasif,20324262,52,4,1,0,8,5,3,11,71950,4099,4061,1369037
pasif,20324262,53,4,1,0,12,12,0,14,94395,8249,4292,1433271
pasif,20324262,54,4,1,0,7,7,0,15,87800,8532,4487,1493111
pasif,20324262,55,4,1,0,7,4,3,12,92850,9087,4571,1556320
pasif,20324262,56,4,1,0,9,7,2,17,117100,5067,4251,1326836
pasif,20324262,57,4,1,0,6,5,1,13,65900,7642,4343,1371255
pasif,20324262,58,4,1,0,6,5,1,14,82745,8456,4617,1428025
pasif,20324262,59,4,1,0,6,5,1,14,75910,7548,4746,1480192
pasif,20324262,60,4,1,0,9,9,0,16,102880,5721,4488,1549974
pasif,20332181,1,4,1,0,6,6,0,13,72450,8991,3377,848982
pasif,20332181,2,4,1,0,5,5,0,13,65220,4212,2720,893541
pasif,20332181,3,4,1,0,6,6,0,12,75950,9206,3007,945062
pasif,20332181,4,4,1,0,8,7,1,12,62950,6875,2987,987788
pasif,20332181,5,4,1,0,2,2,0,13,89600,4574,2550,1048572
pasif,20332181,6,4,1,0,9,8,1,14,81455,8351,2853,1104100
pasif,20332181,7,4,1,0,8,8,0,16,86080,6334,2949,869907
pasif,20332181,8,4,1,0,6,6,0,13,73540,9061,3253,920163
pasif,20332181,9,4,1,0,7,5,2,11,58650,9291,3534,960080
pasif,20332181,10,4,1,0,7,6,1,13,51080,7863,3725,995265
pasif,20332181,11,4,1,0,7,7,0,14,69100,7899,3937,1041897
pasif,20332181,12,4,1,0,5,4,1,12,78775,8739,4131,1096490
pasif,20332181,13,4,1,0,7,7,0,18,114250,4470,3501,1174948
pasif,20332181,14,4,1,0,7,7,0,17,84350,8222,4127,936630
pasif,20332181,15,4,1,0,9,8,1,14,59010,8668,4307,976824
pasif,20332181,16,4,1,0,8,6,2,10,55250,9802,4413,1014329
pasif,20332181,17,4,1,0,9,7,2,12,69700,9066,4477,1061471
pasif,20332181,18,4,1,0,8,7,1,13,78790,8597,4645,1115277
pasif,20332181,19,4,1,0,7,7,0,15,104690,8117,4832,1186609
pasif,20332181,20,4,1,0,11,8,3,17,113810,6121,4649,1264828
pasif,20332181,21,4,1,0,10,9,1,17,96610,7973,4824,1033530
pasif,20332181,22,4,1,0,9,8,1,15,94435,5840,4762,1097661
pasif,20332181,23,4,1,0,8,8,0,16,82250,9048,5043,1153302
pasif,20332181,24,4,1,0,7,5,2,12,56125,8471,5088,1191699
pasif,20332181,25,4,1,0,10,8,2,12,59400,6017,4818,1231922
pasif,20332181,26,4,1,0,8,6,2,13,70000,6870,4788,1279519
pasif,20332181,27,4,1,0,7,5,2,18,101610,5156,4400,1349277
pasif,20332181,28,4,1,0,13,7,6,11,76450,3986,3491,1101588
pasif,20332181,29,4,1,0,7,7,0,14,78550,8335,3716,1154868
pasif,20332181,30,4,1,0,9,7,2,12,78130,6760,3644,1208622
pasif,20332181,31,4,1,0,7,6,1,12,80660,6005,3457,1263413
pasif,20332181,32,4,1,0,10,9,1,13,87080,7887,3535,1323003
pasif,20332181,33,4,1,0,9,7,2,12,108410,8703,3771,1397910
pasif,20332181,34,4,1,0,7,5,2,14,103800,6193,3727,1468613
pasif,20332181,35,4,1,0,10,7,3,11,70300,7500,3598,1214843
pasif,20332181,36,4,1,0,8,7,1,13,80350,8918,3882,1269626
pasif,20332181,37,4,1,0,8,8,0,14,77030,7938,4100,1322770
pasif,20332181,38,4,1,0,6,6,0,15,76100,7008,4249,1374098
pasif,20332181,39,4,1,0,7,6,1,13,67395,7625,4102,1420698
pasif,20332181,40,4,1,0,7,7,0,15,85000,8059,4324,1478429
pasif,20332181,41,4,1,0,12,10,2,17,97300,7678,4470,1544854
pasif,20332181,42,4,1,0,9,6,3,14,104950,7907,4498,1312627
pasif,20332181,43,4,1,0,6,6,0,15,88830,6945,4642,1373871
pasif,20332181,44,4,1,0,8,6,2,10,70100,7690,4423,1421237
pasif,20332181,45,4,1,0,7,7,0,15,117650,6193,4436,1501494
pasif,20332181,46,4,1,0,9,9,0,15,75450,9311,4733,1552479
pasif,20332181,47,4,1,0,5,5,0,16,85350,9143,5096,1610697
pasif,20332181,48,4,1,0,9,7,2,16,94900,6183,4679,1675175
pasif,20332181,49,4,1,0,11,8,3,15,92895,7593,4825,1431594
pasif,20332181,50,4,1,0,7,5,2,13,100170,7112,4891,1502096
pasif,20332181,51,4,1,0,8,7,1,13,69210,9372,4989,1549264
pasif,20332181,52,4,1,0,8,6,2,14,76950,2512,4358,1601426
pasif,20332181,53,4,1,0,7,6,1,14,99220,7908,4330,1669876
pasif,20332181,54,4,1,0,7,7,0,15,93750,7584,4610,1734249
pasif,20332181,55,4,1,0,13,12,1,17,105770,6532,4454,1806260
pasif,20332181,56,4,1,0,9,7,2,16,78975,7610,4246,1550972
pasif,20332181,57,4,1,0,7,7,0,15,62960,9677,4645,1593845
pasif,20332181,58,4,1,0,10,10,0,15,102075,8878,4890,1663401
pasif,20332181,59,4,1,0,5,4,1,12,67845,9626,5083,1710813
pasif,20332181,60,4,1,0,7,7,0,16,81600,6726,5102,1765813
makul,20260910,1,4,1,0,6,5,1,11,54350,8906,3189,836827
makul,20260910,2,4,1,0,8,8,0,13,65620,8900,3530,881479
makul,20260910,3,4,1,0,7,4,3,11,77170,9565,3795,935631
makul,20260910,4,4,1,0,8,8,0,14,61925,8328,4037,978025
makul,20260910,5,4,1,0,7,6,1,13,60600,7756,4135,1018766
makul,20260910,6,4,1,1,11,8,3,13,85000,7997,4200,1076609
makul,20260910,7,4,1,1,10,9,1,15,79150,7740,4396,765765
makul,20260910,8,4,1,2,8,6,2,13,67940,8128,4566,811925
makul,20260910,9,7,1,2,12,10,2,21,132700,7744,4555,576897
makul,20260910,10,7,2,2,16,14,2,25,144200,5995,4421,674648
makul,20260910,11,7,2,2,15,14,1,25,135870,9613,5044,767122
makul,20260910,12,7,2,2,14,14,0,28,153685,9260,5541,871544
makul,20260910,13,7,2,2,17,17,0,37,215300,6803,5599,1018766
makul,20260910,14,7,2,2,17,17,0,37,176930,9299,6396,358531
makul,20260910,15,7,2,2,14,13,1,27,153800,7722,5667,463145
makul,20260910,16,7,2,2,15,15,0,30,200250,7442,5905,598467
makul,20260910,17,7,2,2,14,13,1,28,179215,8180,6168,721391
makul,20260910,18,7,2,3,22,19,3,27,147145,8805,6357,821163
makul,20260910,19,7,2,3,13,12,1,29,168040,6363,6403,935912
makul,20260910,20,7,2,3,24,19,5,31,177550,7790,6490,1056355
makul,20260910,21,7,2,3,17,17,0,40,192200,7445,6714,321627
makul,20260910,22,7,2,3,21,20,1,31,194500,8038,6930,454020
makul,20260910,23,7,2,3,15,15,0,33,184675,9668,7592,581178
makul,20260910,24,7,2,3,21,21,0,35,191185,6390,7456,710701
makul,20260910,25,7,2,3,16,16,0,35,202450,7156,7544,847393
makul,20260910,26,7,2,3,18,18,0,35,232115,9083,7876,1005500
makul,20260910,27,7,2,3,19,19,0,45,244070,7886,8138,1171727
makul,20260910,28,10,2,3,33,27,6,55,347750,5297,6933,-300526
makul,20260910,29,10,3,3,28,24,4,41,233115,5586,6059,-142327
makul,20260910,30,10,3,3,21,21,0,44,270450,8967,6870,42093
makul,20260910,31,10,3,3,21,21,0,47,383425,9414,7521,303414
makul,20260910,32,10,3,3,22,22,0,50,359495,9076,7988,548552
makul,20260910,33,10,3,3,22,22,0,52,337710,6476,8149,778726
makul,20260910,34,10,3,3,32,26,6,52,300550,8670,8262,983035
makul,20260910,35,10,3,4,26,25,1,63,445620,8247,8633,45499
makul,20260910,36,10,3,4,27,24,3,51,354000,5673,8107,285925
makul,20260910,37,10,3,4,23,23,0,52,320300,9503,8514,505889
makul,20260910,38,10,3,4,25,25,0,54,320860,9385,8840,724544
makul,20260910,39,10,3,4,26,26,0,55,370580,9737,9146,978830
makul,20260910,40,10,3,4,23,23,0,57,338785,9063,9327,1210696
makul,20260910,41,10,3,4,28,27,1,70,498215,5821,8735,1552763
makul,20260910,42,10,3,4,33,33,0,69,486910,9095,9067,554057
makul,20260910,43,10,3,4,25,25,0,56,310380,7886,9178,764800
makul,20260910,44,10,3,4,25,25,0,57,377700,9391,9429,1023666
makul,20260910,45,10,3,4,24,23,1,57,350920,7715,9493,1261709
makul,20260910,46,10,4,4,23,20,3,54,333260,8595,9556,1488994
makul,20260910,47,10,4,4,29,29,0,58,360685,9549,9673,1736666
makul,20260910,48,10,4,4,34,31,3,66,419030,9276,9746,2021181
makul,20260910,49,10,4,4,33,30,3,68,466450,8019,9798,879134
makul,20260910,50,10,4,4,30,30,0,59,322810,9216,9857,1099114
makul,20260910,51,10,4,4,29,29,0,59,332250,9193,9892,1326931
makul,20260910,52,10,4,4,26,26,0,60,343750,8824,9913,1559971
makul,20260910,53,10,4,4,32,31,1,59,375170,9530,9941,1817341
makul,20260910,54,10,4,4,29,29,0,60,320375,9361,9957,2037595
makul,20260910,55,10,4,4,36,32,4,65,443395,8017,9961,2339865
makul,20260910,56,14,4,5,50,47,3,95,570840,7691,9966,-148495
makul,20260910,57,14,4,5,41,41,0,84,495675,7628,9972,189122
makul,20260910,58,14,4,5,41,40,1,83,528465,7402,9976,549431
makul,20260910,59,14,4,5,44,44,0,84,502180,8186,9981,890778
makul,20260910,60,14,4,5,37,34,3,78,501855,7408,9983,1233150
makul,20268829,1,4,1,0,8,7,1,12,64950,7850,3083,844175
makul,20268829,2,4,1,0,4,4,0,13,81975,8905,3444,901319
makul,20268829,3,4,1,0,3,3,0,14,77120,7695,3662,954923
makul,20268829,4,4,1,0,7,6,1,13,78700,8291,3970,1008371
makul,20268829,5,4,1,0,6,6,0,14,90040,7508,4117,1070185
makul,20268829,6,4,1,0,9,6,3,13,65990,7771,4062,1115698
makul,20268829,7,4,1,1,8,6,2,14,80750,7703,3888,877364
makul,20268829,8,4,1,1,7,7,0,14,62960,8732,4153,920411
makul,20268829,9,4,1,1,9,9,0,15,82250,9034,4554,976156
makul,20268829,10,7,1,1,13,10,3,19,119775,6269,3964,734040
makul,20268829,11,7,1,1,15,15,0,25,115130,8526,4362,811802
makul,20268829,12,7,1,1,14,11,3,22,115810,7295,4425,890403
makul,20268829,13,7,1,2,12,9,3,23,125260,5500,3354,976656
makul,20268829,14,7,1,2,17,15,2,25,125190,7626,3450,380223
makul,20268829,15,7,2,2,13,12,1,21,110800,5461,2841,455633
makul,20268829,16,7,2,2,8,8,0,22,150750,9900,3571,557708
makul,20268829,17,7,2,2,10,10,0,24,129420,5734,3601,646030
makul,20268829,18,7,2,2,15,14,1,23,146900,8397,3895,745629
makul,20268829,19,7,2,2,16,16,0,25,146000,9567,4374,844447
makul,20268829,20,7,2,2,17,12,5,24,120800,7176,4162,926186
makul,20268829,21,7,2,2,18,18,0,32,197300,8376,4797,270937
makul,20268829,22,7,2,2,13,13,0,27,175095,8690,5234,390657
makul,20268829,23,7,2,2,14,14,0,29,142100,7088,5388,486568
makul,20268829,24,7,2,2,16,16,0,29,179950,8518,5748,608361
makul,20268829,25,7,2,2,14,14,0,30,187850,9271,6328,735901
makul,20268829,26,7,2,2,18,18,0,32,220550,8485,6664,886035
makul,20268829,27,7,2,2,22,18,4,35,189355,7652,5685,1014671
makul,20268829,28,7,2,3,23,19,4,30,186670,7838,5769,344285
makul,20268829,29,7,2,3,12,12,0,30,164180,8781,6164,457109
makul,20268829,30,7,2,3,17,14,3,25,188300,8408,6025,585373
makul,20268829,31,7,2,3,13,13,0,31,172200,8100,6386,702262
makul,20268829,32,7,2,3,12,12,0,32,242400,8033,6681,867582
makul,20268829,33,7,2,3,19,19,0,33,206795,7445,6861,1008373
makul,20268829,34,7,2,3,17,16,1,38,259430,6720,6908,1185350
makul,20268829,35,10,3,3,30,26,4,46,274770,6022,5364,-345347
makul,20268829,36,10,3,3,22,22,0,41,270265,8523,6180,-159963
makul,20268829,37,10,3,3,22,22,0,45,262890,8966,6881,18961
makul,20268829,38,10,3,3,24,24,0,48,312795,8972,7382,231912
makul,20268829,39,10,3,3,28,28,0,50,314150,7435,7490,445606
makul,20268829,40,10,3,3,31,29,2,48,331500,6688,7577,671248
makul,20268829,41,10,3,4,28,26,2,60,372675,9129,8115,924639
makul,20268829,42,10,3,4,31,30,1,64,463100,8230,8418,-88351
makul,20268829,43,10,3,4,22,22,0,54,276745,9392,8882,100748
makul,20268829,44,10,3,4,28,27,1,55,333690,7651,9027,326821
makul,20268829,45,10,4,4,30,29,1,55,359770,9174,9246,573061
makul,20268829,46,10,4,4,29,29,0,57,307495,9596,9418,782967
makul,20268829,47,10,4,4,28,28,0,58,435930,9858,9563,1082940
makul,20268829,48,10,4,4,38,35,3,69,404360,9085,9679,1357038
makul,20268829,49,10,4,4,35,33,2,70,505020,9038,9761,244142
makul,20268829,50,10,4,4,30,29,1,58,360010,7595,9788,490112
makul,20268829,51,10,4,4,29,29,0,59,349485,9618,9849,729903
makul,20268829,52,10,4,4,29,27,2,53,334860,9229,9880,958508
makul,20268829,53,10,4,4,29,29,0,60,396060,8774,9911,1228181
makul,20268829,54,10,4,4,26,25,1,57,342290,9288,9938,1461075
makul,20268829,55,10,4,4,38,33,5,65,432695,8700,9948,1756278
makul,20268829,56,10,4,4,40,36,4,65,375640,8879,9957,535663
makul,20268829,57,10,4,4,34,34,0,60,366740,9650,9968,784161
makul,20268829,58,10,4,4,30,29,1,58,357005,9218,9974,1027557
makul,20268829,59,10,4,4,31,29,2,58,324870,9266,9979,1248833
makul,20268829,60,10,4,4,22,22,0,60,347500,8672,9983,1485448
makul,20276748,1,4,1,0,7,7,0,13,57750,8218,3161,839006
makul,20276748,2,4,1,0,7,6,1,11,39600,8413,3344,865805
makul,20276748,3,4,1,1,7,6,1,10,59150,8137,3347,905902
makul,20276748,4,4,1,1,6,6,0,13,81100,9842,3696,960828
makul,20276748,5,4,1,1,6,6,0,14,73395,9709,4074,1010799
makul,20276748,6,4,1,1,8,8,0,18,97600,6295,4079,1076862
makul,20276748,7,4,1,1,10,10,0,18,93765,9015,4559,775839
makul,20276748,8,7,1,1,13,12,1,24,107490,4730,3564,523768
makul,20276748,9,7,1,2,13,12,1,22,114070,5538,3505,601258
makul,20276748,10,7,1,2,13,12,1,22,105375,5789,3244,673014
makul,20276748,11,7,2,2,8,6,2,19,106300,9168,3616,745336
makul,20276748,12,7,2,2,9,9,0,24,136990,7219,3833,839239
makul,20276748,13,7,2,2,13,13,0,31,182760,8666,4542,964863
makul,20276748,14,7,2,2,17,17,0,33,194960,7221,4772,315809
makul,20276748,15,7,2,2,15,15,0,27,134265,9794,5426,406728
makul,20276748,16,7,2,2,15,15,0,29,178545,9270,5795,528099
makul,20276748,17,7,2,2,14,14,0,30,170795,8998,6181,646015
makul,20276748,18,7,2,2,15,15,0,31,212100,7719,6473,788835
makul,20276748,19,7,2,2,15,15,0,32,190200,9406,6910,919099
makul,20276748,20,7,2,2,21,18,3,38,256450,7573,6880,1092798
makul,20276748,21,7,2,2,24,24,0,42,270565,8686,7226,486665
makul,20276748,22,7,2,2,17,16,1,31,202600,8903,7420,625505
makul,20276748,23,7,2,2,17,17,0,35,201640,8474,7711,762930
makul,20276748,24,7,2,2,20,20,0,36,222480,7163,7308,914546
makul,20276748,25,7,2,2,17,14,3,28,166240,7910,7431,1027653
makul,20276748,26,7,2,3,19,18,1,34,230600,9199,7735,1184595
makul,20276748,27,10,2,3,30,27,3,58,376520,4925,6574,856280
makul,20276748,28,10,3,3,29,22,7,48,272260,6161,5952,-81793
makul,20276748,29,10,3,3,22,22,0,44,304450,8607,6588,125953
makul,20276748,30,10,3,3,27,27,0,46,277510,9842,7234,315905
makul,20276748,31,10,3,3,18,18,0,49,275100,9640,8063,503711
makul,20276748,32,10,3,3,28,28,0,52,253305,9422,8471,676287
makul,20276748,33,10,3,3,24,23,1,53,312600,7442,8601,887727
makul,20276748,34,10,3,4,30,28,2,63,380575,7121,8685,1146953
makul,20276748,35,10,3,4,42,40,2,61,354970,8569,8842,69316
makul,20276748,36,10,3,4,19,19,0,55,316750,9399,9142,286500
makul,20276748,37,10,3,4,25,24,1,55,307150,7271,9193,496150
makul,20276748,38,10,3,4,23,23,0,57,399200,9399,9395,767535
makul,20276748,39,10,3,4,31,27,4,50,318170,8399,9439,984019
makul,20276748,40,10,3,4,27,27,0,58,383725,6222,9453,1244931
makul,20276748,41,10,3,4,33,28,5,57,331360,6655,9381,1469515
makul,20276748,42,10,3,4,25,25,0,72,452580,7867,9511,445622
